=======================================
Testing Seeds 5001-5500 (500 seeds)
=======================================

Step 1: Generating teams...
Step 2: Running JavaScript battles...
Step 3: Running Rust battles...
Step 4: Comparing results...

Seed 5289: ✓ PASS (100%) - 33/33 turns
Seed 5290: ✓ PASS (100%) - 59/59 turns
Seed 5291: ✓ PASS (100%) - 65/65 turns
Seed 5292: ✓ PASS (100%) - 30/30 turns
Seed 5293: ✗ FAIL (26%) - 24/89 turns
Seed 5294: ✓ PASS (100%) - 52/52 turns
Seed 5295: ✓ PASS (100%) - 19/19 turns
Seed 5296: ✓ PASS (100%) - 66/66 turns
Seed 5297: ✓ PASS (100%) - 17/17 turns
Seed 5298: ✓ PASS (100%) - 36/36 turns
Seed 5299: ✗ FAIL (15%) - 10/66 turns
Seed 5300: ✓ PASS (100%) - 37/37 turns
Seed 5301: ✓ PASS (100%) - 26/26 turns
Seed 5302: ✓ PASS (100%) - 100/100 turns
Seed 5303: ✓ PASS (100%) - 84/84 turns
Seed 5304: ✓ PASS (100%) - 50/50 turns
Seed 5305: ✓ PASS (100%) - 100/100 turns
Seed 5306: ✗ FAIL (73%) - 49/67 turns
Seed 5307: ✗ FAIL (37%) - 6/16 turns
Seed 5308: ✓ PASS (100%) - 72/72 turns
Seed 5309: ✓ PASS (100%) - 24/24 turns
Seed 5310: ✓ PASS (100%) - 69/69 turns
Seed 5311: ✓ PASS (100%) - 61/61 turns
Seed 5312: ✓ PASS (100%) - 58/58 turns
Seed 5313: ✓ PASS (100%) - 21/21 turns
Seed 5314: ✓ PASS (100%) - 37/37 turns
Seed 5315: ✓ PASS (100%) - 100/100 turns
Seed 5316: ✓ PASS (100%) - 32/32 turns
Seed 5317: ✓ PASS (100%) - 53/53 turns
Seed 5318: ✓ PASS (100%) - 29/29 turns
Seed 5319: ✓ PASS (100%) - 47/47 turns
Seed 5320: ✓ PASS (100%) - 93/93 turns
Seed 5321: ✓ PASS (100%) - 45/45 turns
Seed 5322: ✓ PASS (100%) - 37/37 turns
Seed 5323: ✓ PASS (100%) - 53/53 turns
Seed 5324: ✓ PASS (100%) - 60/60 turns
Seed 5325: ✓ PASS (100%) - 89/89 turns
Seed 5326: ✓ PASS (100%) - 17/17 turns
Seed 5327: ✓ PASS (100%) - 31/31 turns
Seed 5328: ✓ PASS (100%) - 66/66 turns
Seed 5329: ✓ PASS (100%) - 100/100 turns
Seed 5330: ✓ PASS (100%) - 81/81 turns
Seed 5331: ✓ PASS (100%) - 54/54 turns
Seed 5332: ✓ PASS (100%) - 91/91 turns
Seed 5333: ✓ PASS (100%) - 42/42 turns
Seed 5334: ✓ PASS (100%) - 56/56 turns
Seed 5335: ✓ PASS (100%) - 54/54 turns
Seed 5336: ✓ PASS (100%) - 94/94 turns
Seed 5337: ✓ PASS (100%) - 100/100 turns
Seed 5338: ✓ PASS (100%) - 32/32 turns
Seed 5339: ✓ PASS (100%) - 100/100 turns
